QUERY,PRICE_TYPE,TIME_PERIOD,INTENT
What is the open price of Tesla for 2 days ago?,open,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What is the volume price of Amazon for 2 days ago?,volume,2d,price_inquiry
What was Microsoft's high price 2 days ago?,high,2d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What is the open price of Tesla for 2 days ago?,open,2d,price_inquiry
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
What is the open price of Tesla for 2 days ago?,open,2d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What is the open price of Tesla for 2 days ago?,open,2d,price_inquiry
Tell me the low price of Apple 2 days ago.,low,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What was Facebook's high price 2 days ago?,high,2d,price_inquiry
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What is the volume price of Amazon for 2 days ago?,volume,2d,price_inquiry
What is the open price of Apple for 2 days ago?,open,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What is the close price of Apple for 2 days ago?,close,2d,price_inquiry
What is the open price of Apple for 2 days ago?,open,2d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
What was Facebook's high price 2 days ago?,high,2d,price_inquiry
Show me the current trend of Facebook over the 2 days ago.,current,2d,stock_trend
What was Facebook's close price 2 days ago?,close,2d,price_inquiry
Tell me the open price of Amazon 2 days ago.,open,2d,price_inquiry
Tell me the open price of Facebook 2 days ago.,open,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What is the volume price of Amazon for 2 days ago?,volume,2d,price_inquiry
Tell me the high price of Facebook 2 days ago.,high,2d,price_inquiry
Tell me the open price of Amazon 2 days ago.,open,2d,price_inquiry
Tell me the low price of Tesla 2 days ago.,low,2d,price_inquiry
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
Tell me the high price of Facebook 2 days ago.,high,2d,price_inquiry
What was Microsoft's volume price 2 days ago?,volume,2d,price_inquiry
Show me the current trend of Microsoft over the 2 days ago.,current,2d,stock_trend
Tell me the low price of Tesla 2 days ago.,low,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
How has Microsoft's stock performed over the 2 days ago?,current,2d,stock_trend
What was Google's volume price 2 days ago?,volume,2d,price_inquiry
What has been the stock movement for Microsoft in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Microsoft in the 2 days ago?,current,2d,stock_trend
How has Google's stock performed over the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
Tell me the close price of Tesla 2 days ago.,close,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
How has Tesla's stock performed over the 2 days ago?,current,2d,stock_trend
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
Show me the current trend of Microsoft over the 2 days ago.,current,2d,stock_trend
What is the volume price of Amazon for 2 days ago?,volume,2d,price_inquiry
What has been the stock movement for Tesla in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What was Microsoft's volume price 2 days ago?,volume,2d,price_inquiry
Tell me the high price of Amazon 2 days ago.,high,2d,price_inquiry
What is the close price of Apple for 2 days ago?,close,2d,price_inquiry
Tell me the low price of Apple 2 days ago.,low,2d,price_inquiry
How has Microsoft's stock performed over the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What is the close price of Apple for 2 days ago?,close,2d,price_inquiry
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
Tell me the open price of Apple 2 days ago.,open,2d,price_inquiry
What has been the stock movement for Tesla in the 2 days ago?,current,2d,stock_trend
What is the volume price of Amazon for 2 days ago?,volume,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
How has Microsoft's stock performed over the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What was Amazon's volume price 2 days ago?,volume,2d,price_inquiry
What was Facebook's open price 2 days ago?,open,2d,price_inquiry
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Amazon in the 2 days ago?,current,2d,stock_trend
What was Microsoft's open price 2 days ago?,open,2d,price_inquiry
Tell me the low price of Amazon 2 days ago.,low,2d,price_inquiry
Tell me the open price of Apple 2 days ago.,open,2d,price_inquiry
What is the open price of Tesla for 2 days ago?,open,2d,price_inquiry
What has been the stock movement for Google in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
Tell me the low price of Tesla 2 days ago.,low,2d,price_inquiry
Tell me the high price of Amazon 2 days ago.,high,2d,price_inquiry
What is the volume price of Amazon for 2 days ago?,volume,2d,price_inquiry
What has been the stock movement for Google in the 2 days ago?,current,2d,stock_trend
Tell me the high price of Facebook 2 days ago.,high,2d,price_inquiry
Tell me the close price of Microsoft 2 days ago.,close,2d,price_inquiry
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
What has been the stock movement for Apple in the 2 days ago?,current,2d,stock_trend
Tell me the high price of Google 2 days ago.,high,2d,price_inquiry
What was Microsoft's open price 2 days ago?,open,2d,price_inquiry
What was Google's volume price 2 days ago?,volume,2d,price_inquiry
What has been the stock movement for Facebook in the 2 days ago?,current,2d,stock_trend
Tell me the low price of Tesla 2 days ago.,low,2d,price_inquiry
How has Microsoft's stock performed over the 2 days ago?,current,2d,stock_trend
Tell me the open price of Apple 2 days ago.,open,2d,price_inquiry
What is the volume price of Tesla for today?,volume,1d,price_inquiry
What has been the stock movement for Google in the today?,current,1d,stock_trend
Tell me the close price of Facebook today.,close,1d,price_inquiry
What was Tesla's close price today?,close,1d,price_inquiry
What has been the stock movement for Google in the yesterday?,current,1d,stock_trend
Show me the current trend of Microsoft over the yesterday.,current,1d,stock_trend
What is the volume price of Tesla for today?,volume,1d,price_inquiry
What has been the stock movement for Microsoft in the today?,current,1d,stock_trend
What is the close price of Amazon for yesterday?,close,1d,price_inquiry
What was Apple's open price yesterday?,open,1d,price_inquiry
What was Tesla's close price yesterday?,close,1d,price_inquiry
What was Google's volume price yesterday?,volume,1d,price_inquiry
What is the high price of Google for today?,high,1d,price_inquiry
Tell me the close price of Google today.,close,1d,price_inquiry
How has Facebook's stock performed over the today?,current,1d,stock_trend
Show me the current trend of Amazon over the yesterday.,current,1d,stock_trend
Show me the current trend of Google over the today.,current,1d,stock_trend
What was Amazon's low price today?,low,1d,price_inquiry
What was Amazon's low price yesterday?,low,1d,price_inquiry
Show me the current trend of Microsoft over the yesterday.,current,1d,stock_trend
What is the high price of Facebook for today?,high,1d,price_inquiry
Tell me the close price of Google today.,close,1d,price_inquiry
Tell me the open price of Apple today.,open,1d,price_inquiry
What has been the stock movement for Tesla in the today?,current,1d,stock_trend
What is the low price of Google for today?,low,1d,price_inquiry
What has been the stock movement for Microsoft in the yesterday?,current,1d,stock_trend
What has been the stock movement for Microsoft in the today?,current,1d,stock_trend
What was Tesla's close price today?,close,1d,price_inquiry
What is the volume price of Tesla for today?,volume,1d,price_inquiry
What has been the stock movement for Google in the today?,current,1d,stock_trend
What was Tesla's close price yesterday?,close,1d,price_inquiry
What is the open price of Microsoft for today?,open,1d,price_inquiry
What was Facebook's low price today?,low,1d,price_inquiry
Show me the current trend of Google over the yesterday.,current,1d,stock_trend
What was Tesla's close price yesterday?,close,1d,price_inquiry
What was Microsoft's open price today?,open,1d,price_inquiry
Tell me the close price of Google today.,close,1d,price_inquiry
What is the open price of Microsoft for today?,open,1d,price_inquiry
Show me the current trend of Apple over the today.,current,1d,stock_trend
Show me the current trend of Microsoft over the yesterday.,current,1d,stock_trend
What was Amazon's low price today?,low,1d,price_inquiry
What was Amazon's close price yesterday?,close,1d,price_inquiry
What was Google's volume price yesterday?,volume,1d,price_inquiry
What has been the stock movement for Apple in the yesterday?,current,1d,stock_trend
Tell me the high price of Microsoft yesterday.,high,1d,price_inquiry
Tell me the close price of Facebook today.,close,1d,price_inquiry
How has Google's stock performed over the today?,current,1d,stock_trend
How has Google's stock performed over the today?,current,1d,stock_trend
Tell me the volume price of Apple today.,volume,1d,price_inquiry
What is the close price of Microsoft for today?,close,1d,price_inquiry
What is the open price of Microsoft for today?,open,1d,price_inquiry
Show me the current trend of Microsoft over the yesterday.,current,1d,stock_trend
What has been the stock movement for Google in the yesterday?,current,1d,stock_trend
What was Tesla's close price today?,close,1d,price_inquiry
Show me the current trend of Facebook over the yesterday.,current,1d,stock_trend
What is the volume price of Tesla for today?,volume,1d,price_inquiry
Tell me the close price of Microsoft yesterday.,close,1d,price_inquiry
What has been the stock movement for Apple in the yesterday?,current,1d,stock_trend
How has Apple's stock performed over the yesterday?,current,1d,stock_trend
How has Tesla's stock performed over the yesterday?,current,1d,stock_trend
Tell me the close price of Microsoft yesterday.,close,1d,price_inquiry
What was Google's volume price yesterday?,volume,1d,price_inquiry
What has been the stock movement for Facebook in the yesterday?,current,1d,stock_trend
What is the volume price of Tesla for today?,volume,1d,price_inquiry
How has Amazon's stock performed over the yesterday?,current,1d,stock_trend
Show me the current trend of Tesla over the yesterday.,current,1d,stock_trend
What was Google's volume price yesterday?,volume,1d,price_inquiry
What has been the stock movement for Google in the today?,current,1d,stock_trend
